id	num	is_danger	apps
android.permission.GET_ACCOUNTS	4	True	ru.integrics.mobiled,com.uip.inspector,com.gkh72,com.firstforma.dialog
com.uip.inspector.permission.C2D_MESSAGE	1	False	com.uip.inspector
com.android.vending.CHECK_LICENSE	4	False	ru.mosreg.easuz.portal,com.asoft.mfcmobile,ru.iserv.nk,ru.rosagroleasing.mobile
android.permission.SYSTEM_ALERT_WINDOW	7	False	ru.mosreg.easuz.portal,ru.orb.ag2,ru.tyumen.telemed,com.gkh72,ru.iserv.nk,com.lsbr.call03,com.firstforma.dialog
android.permission.DOWNLOAD_WITHOUT_NOTIFICATION	2	False	ru.mosreg.easuz.portal,ru.rosagroleasing.mobile
android.permission.BODY_SENSORS	1	True	com.venul.region72
android.permission.ACTIVITY_RECOGNITION	1	False	com.venul.region72
android.permission.REORDER_TASKS	1	False	ru.tyumen.telemed
android.permission.MANAGE_OWN_CALLS	2	False	ru.tyumen.telemed,com.firstforma.dialog
android.permission.AUTHENTICATE_ACCOUNTS	2	False	com.gkh72,com.firstforma.dialog
android.permission.MANAGE_ACCOUNTS	2	False	com.gkh72,com.firstforma.dialog
com.lsbr.call03.permission.PUSH_PROVIDER	1	False	com.lsbr.call03
com.lsbr.call03.permission.PROCESS_PUSH_MSG	1	False	com.lsbr.call03
android.permission.GET_TASKS	1	False	com.firstforma.dialog
android.permission.CHANGE_NETWORK_STATE	1	False	com.firstforma.dialog
android.permission.PREVENT_POWER_KEY	1	False	com.firstforma.dialog
android.permission.RECORD_VIDEO	1	False	com.firstforma.dialog
com.firstforma.dialog.permission.C2D_MESSAGE	1	False	com.firstforma.dialog
android.permission.ACCESS_BACKGROUND_LOCATION	2	False	com.firstforma.dialog,com.example.statsport
android.permission.RAISED_THREAD_PRIORITY	1	False	com.firstforma.dialog
android.permission.MEDIA_CONTENT_CONTROL	1	False	ru.docsystems.peopleinspector
ru.docsystems.peopleinspector.permission.MAPS_RECEIVE	1	False	ru.docsystems.peopleinspector
